algoritmo,mensaje,trama_binaria,trama_ruido,error_inyectado,bit_error,respuesta_receptor,validez,tiempo_ms,probabilidad_error
fletcher,WJCFJ,01010111010010100100001101000110010010100000000011100100100100001101011001101011,01010111010010100100001101000110010010100000000011100100100100001101011001101011,0,-1,error_detectado,0,2.3,0.048
fletcher,DCLVHXVIOT,0100010001000011010011000101011001001000010110000101011001001001010011110101010001111110100011110101101110011001,0100010001000011010011000101011001001000010110000101011001001001010011110101010001111110100011110101101110011001,0,-1,error_detectado,0,1.18,0.19
fletcher,SGSCCNIK,010100110100011101010011010000110100001101001110010010010100101100110011001001000001011011001111,010100110100011101010011010000110100001101001110010010010100101100110011001001000001011011001111,0,-1,error_detectado,0,3.34,0.17
fletcher,ACWXFMMRP,0100000101000011010101110101100001000110010011010100110101010010010100000000000001111100001110110110000100111110,0100000101000011010101110101100001000110010011010100110101010010010100000000000001111100001110110110000100111110,0,-1,error_detectado,0,0.76,0.12
fletcher,IJOPUCXW,010010010100101001001111010100000101010101000011010110000101011101000110001101010001010111111000,010010010100101001001111010100000101010101000011010110000101011101000110001101010001010111111000,0,-1,error_detectado,0,1.01,0.139
fletcher,LXI,0100110001011000010010010000000010010101010110001110000110110000,0100110001011000010010010000000010010101010110001110000110110000,0,-1,error_detectado,0,1.36,0.06
fletcher,DKB,0100010001001011010000100000000010000110010010111100101010010110,0100010001001011010000100000000010000110010010111100101010010110,0,-1,error_detectado,0,4.37,0.144
fletcher,HRTNZPMDCD,0100100001010010010101000100111001011010010100000100110101000100010000110100010010000111011110011010011110010010,0100100001010010010101000100111001011010010100000100110101000100010000110100010010000111011110011010011110010010,0,-1,error_detectado,0,5.8,0.062
fletcher,SJDHKLGHUB,0101001101001010010001000100100001001011010011000100011101001000010101010100001001111111011010010111011101001100,0101001101001010010001000100100001001011010011000100011101001000010101010100001001111111011010010111011101001100,0,-1,error_detectado,0,1.52,0.114
fletcher,CWCCZA,01000011010101110100001101000011010110100100000111100000110110111010101011001101,01000011010101110100001101000011010110100100000111100000110110111010101011001101,0,-1,error_detectado,0,0.77,0.114
fletcher,ATGXHJWQ,010000010101010001000111010110000100100001001010010101110101000100101000010010001100001100111111,010000010101010001000111010110000100100001001010010101110101000100101000010010001100001100111111,0,-1,error_detectado,0,0.71,0.066
fletcher,OYP,0100111101011001010100000000000010011111010110011110111010110010,0100111101011001010100000000000010011111010110011110111010110010,0,-1,error_detectado,0,3.17,0.075
fletcher,LHZB,0100110001001000010110100100001010100110100010101111001011010010,0100110001001000010110100100001010100110100010101111001011010010,0,-1,error_detectado,0,1.9,0.029
fletcher,ZDMQF,01011010010001000100110101010001010001100000000011101101100101011110111101101111,01011010010001000100110101010001010001100000000011101101100101011110111101101111,0,-1,error_detectado,0,0.66,0.092
fletcher,WRTFFL,01010111010100100101010001000110010001100100110011110001111001001111010011001111,01010111010100100101010001000110010001100100110011110001111001001111010011001111,0,-1,error_detectado,0,0.56,0.176
fletcher,EXIEBQ,01000101010110000100100101000101010000100101000111010000111011101010010011100100,01000101010110000100100101000101010000100101000111010000111011101010010011100100,0,-1,error_detectado,0,0.81,0.033
fletcher,UWTYTSRV,010101010101011101010100010110010101010001010011010100100101011001010000010110100100110101100110,010101010101011101010100010110010101010001010011010100100101011001010000010110100100110101100110,0,-1,error_detectado,0,0.97,0.065
fletcher,CQN,0100001101010001010011100000000010010001010100011101010010100010,0100001101010001010011100000000010010001010100011101010010100010,0,-1,error_detectado,0,2.27,0.097
fletcher,SMY,0101001101001101010110010000000010101100010011011111111110011010,0101001101001101010110010000000010101100010011011111111110011010,0,-1,error_detectado,0,0.7,0.0
fletcher,QKSILKBDM,0101000101001011010100110100100101001100010010110100001001000100010011010000000010000000001001001001101000001000,0101000101001011010100110100100101001100010010110100001001000100010011010000000010000000001001001001101000001000,0,-1,error_detectado,0,1.07,0.041
fletcher,LFEXZTXFJX,0100110001000110010001010101100001011010010101000101100001000110010010100101100010001110100100011001110010100010,0100110001000110010001010101100001011010010101000101100001000110010010100101100010001110100100011001110010100010,0,-1,error_detectado,0,0.56,0.027
fletcher,RVT,0101001001010110010101000000000010100110010101101111100010101100,0101001001010110010101000000000010100110010101101111100010101100,0,-1,error_detectado,0,0.81,0.05
fletcher,LCUYAYJQZ,0100110001000011010101010101100101000001010110010100101001010001010110100000000010000111010001111000010101100100,0100110001000011010101010101100101000001010110010100101001010001010110100000000010000111010001111000010101100100,0,-1,error_detectado,0,0.6,0.182
fletcher,PHO,0101000001001000010011110000000010011111010010001110111110010000,0101000001001000010011110000000010011111010010001110111110010000,0,-1,error_detectado,0,0.6,0.168
fletcher,ZJOK,0101101001001010010011110100101110101001100101010000001111100000,0101101001001010010011110100101110101001100101010000001111100000,0,-1,error_detectado,0,0.62,0.112
fletcher,LGKV,0100110001000111010010110101011010010111100111011110001111100100,0100110001000111010010110101011010010111100111011110001111100100,0,-1,error_detectado,0,0.94,0.058
fletcher,YHG,0101100101001000010001110000000010100000010010001111100110010000,0101100101001000010001110000000010100000010010001111100110010000,0,-1,error_detectado,0,0.5,0.151
fletcher,KWQZCEBM,010010110101011101010001010110100100001101000101010000100100110100100010010001001110101001000011,010010110101011101010001010110100100001101000101010000100100110100100010010001001110101001000011,0,-1,error_detectado,0,0.47,0.19
fletcher,XHQFVICLEC,0101100001001000010100010100011001010110010010010100001101001100010001010100001110001000011001111100110100111010,0101100001001000010100010100011001010110010010010100001101001100010001010100001110001000011001111100110100111010,0,-1,error_detectado,0,0.53,0.118
fletcher,FVFH,0100011001010110010001100100100010001100100111101101001011110100,0100011001010110010001100100100010001100100111101101001011110100,0,-1,error_detectado,0,0.46,0.121
fletcher,OSPVJB,01001111010100110101000001010110010010100100001011101001111010111101100011101000,01001111010100110101000001010110010010100100001011101001111010111101100011101000,0,-1,error_detectado,0,0.5,0.127
fletcher,UFGDTJE,010101010100011001000111010001000101010001001010010001010000000000110101110101010001100001111011,010101010100011001000111010001000101010001001010010001010000000000110101110101010001100001111011,0,-1,error_detectado,0,0.53,0.018
fletcher,WSWSGOCJ,010101110101001101010111010100110100011101001111010000110100101000111001010000000011010100110000,010101110101001101010111010100110100011101001111010000110100101000111001010000000011010100110000,0,-1,error_detectado,0,0.77,0.172
fletcher,ZCYKQTEL,010110100100001101011001010010110101000101010100010001010100110001001010001011110101110011100100,010110100100001101011001010010110101000101010100010001010100110001001010001011110101110011100100,0,-1,error_detectado,0,0.54,0.03
fletcher,OJDBWWL,010011110100101001000100010000100101011101010111010011000000000000110110111001000000010010011111,010011110100101001001100010000100101011101010111010011000000000000110110111001000000010010011111,1,20,error_detectado,0,0.82,0.188
fletcher,CUEMUQBDB,0100001101010101010001010100110101010101010100010100001001000100010000100000000001100010001110000010110001011100,0100001101010101010001010100110101010101010100010100001001000100010000100000000001100010001110000010110001011100,0,-1,error_detectado,0,0.94,0.137
fletcher,MSNSAXJ,010011010101001101001110010100110100000101011000010010100000000000100110111111111110110011110111,010011010101001101001110010100110100000101011000010010100000000000100110111111111110110011110111,0,-1,error_detectado,0,2.58,0.095
fletcher,USXBR,01010101010100110101100001000010010100100000000011111111100101010000001001111111,01010101010100110101100001000010010100100000000011111111100101010000001001111111,0,-1,error_detectado,0,2.04,0.12
fletcher,PITYHOCTG,0101000001001001010101000101100101001000010011110100001101010100010001110000000001110111010001101000100101101010,0101000001001001010101000101100101001000010011110100001101010100010001110000000001110111010001101000100101101010,0,-1,error_detectado,0,1.33,0.042
fletcher,KRQDTOISZ,0100101101010010010100010100010001010100010011110100100101010011010110100000000010010100001110011010011101000001,0100101101010010010100010100010001010100010011110100100101010011010110100000000010010100001110011010011101000001,0,-1,error_detectado,0,1.5,0.098
fletcher,OJGLVX,01001111010010100100011101001100010101100101100011101100111011101101001011001111,01001111010010100100011101001100010101100101100011101100111011101101001011001111,0,-1,error_detectado,0,3.92,0.078
fletcher,TPQICQSF,010101000101000001010001010010010100001101010001010100110100011000111100001100010001111100000110,010101000101000001010001010010010100001101010001010100110100011000111100001100010001111000000110,1,87,error_detectado,0,1.68,0.098
fletcher,HODHA,01001000010011110100010001001000010000010000000011001101100101111010001001111110,01001000010011110100010001000000010000010000000011001101100101111010001001111110,1,28,error_detectado,0,1.26,0.036
fletcher,GDVTZNU,010001110100010001010110010101000101101001001110010101010000000001001100111001110010100110101011,010001110100010001010110010101000101101001001110010101010000000001001100111001110010100110101011,0,-1,error_detectado,0,0.58,0.194
fletcher,TPDRD,01010100010100000100010001010010010001000000000011011100101000101100100110010101,01010100010100000100010001010010010001000000000011011100101000101100100110010101,0,-1,error_detectado,0,0.57,0.043
fletcher,LKQKTW,01001100010010110101000101001011010101000101011111110001111011011101101111001111,01001100010010110101000101001011010101000101011111110001111011011101101111001111,0,-1,error_detectado,0,1.92,0.053
fletcher,ALNOOJGHKT,0100000101001100010011100100111101001111010010100100011101001000010010110101010001110001100000100100011101111110,0100000101001100010011100100111101001111010010100100011101001000010010110101010001110001100000100100011101111110,0,-1,error_detectado,0,1.02,0.092
fletcher,NEZ,0100111001000101010110100000000010101000010001011111011010001010,0100111001000101010110100000000010101000010001011111011010001010,0,-1,error_detectado,0,2.78,0.015
fletcher,DCKDU,01000100010000110100101101000100010101010000000011100100100001111011100001010010,01000100010000110100101101000100010101010000000011100100100001111011100001010010,0,-1,error_detectado,0,0.91,0.086
fletcher,XTRLJHFS,010110000101010001010010010011000100101001001000010001100101001100111011001111000011001100011010,010110000101010001010010010011000100101001001000010001100101001100111011001111000011001100011010,0,-1,error_detectado,0,2.68,0.003
fletcher,KEMLFLIYE,0100101101000101010011010100110001000110010011000100100101011001010001010000000001101101001101110101100000100011,0100101101000101010011010100110001000110010011000100100101011001010001010000000001101101001101110101100000100011,0,-1,error_detectado,0,2.64,0.147
fletcher,GEHSSNAN,010001110100010101001000010100110101001101001110010000010100111000100100001101011101110111111001,010001110100010101001000010100110101001101001110010000010100111000100100001101011101110111111001,0,-1,error_detectado,0,0.7,0.186
fletcher,QSOPDUNGDM,0101000101010011010011110101000001000100010101010100111001000111010001000100110101110111100011011000000110111101,0101000101010011010011110101000001000100010101010100111001000111010001000100110101110111100011011000000110111101,0,-1,error_detectado,0,0.64,0.01
fletcher,OFWKS,01001111010001100101011101001011010100110000000011111001100100011110111101101001,01001111010001100101011101001011010100110000000011111001100100011110111101101001,0,-1,error_detectado,0,1.23,0.117
fletcher,QZOXEVIJ,010100010101101001001111010110000100010101010110010010010100101000101111010100110000011101101001,010100010101101001001111010110000100010101010110010010010100101000101111010100110000011101101001,0,-1,error_detectado,0,0.67,0.001
fletcher,LCNG,0100110001000011010011100100011110011010100010101110011011001101,0100110001000011010011100100011110011010100010101110011011001101,0,-1,error_detectado,0,1.0,0.125
fletcher,ZJUH,0101101001001010010101010100100010101111100100100000100111011101,0101101001001010010101010100100010101111100100100000100111011101,0,-1,error_detectado,0,0.81,0.18
fletcher,GSSPUNMI,010001110101001101010011010100000101010101001110010011010100100100111101001110110000111100100100,010001110101001101010011010100000101010101001111010011010100100100111101001110110000111100100100,1,47,error_detectado,0,0.66,0.192
fletcher,DUWFKUKW,010001000101010101010111010001100100101101010101010010110101011100110010010010001111100100101001,010001000101010101010111010001100100101101010101010010110101011100110010010010001111100100101001,0,-1,error_detectado,0,0.53,0.06
fletcher,GXDLT,01000111010110000100010001001100010101000000000011011111101001001011001010100001,01000111010111000100010001001100010101000000000011011111101001001011001010100001,1,13,error_detectado,0,0.68,0.096
fletcher,WAFMLMP,010101110100000101000110010011010100110001001101010100000000000000111001110111000001100010001000,010101110100000101000110010011010100110001001101010100000000000000111001110111000001100010001000,0,-1,error_detectado,0,0.52,0.149
